Name,Amount,Measure,Cost,Seller,Date,Buyer,Category,Type
Vanilla Bean Spice,3,pieces,3.87,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Onion Powder Spice,0.11,lbs,1.1,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Ground Garlic Spice,0.18,lbs,1.44,Uncle Dean's,3/2/2015,UK,Grocery,Spice
Local Carrots,1,lbs,1.39,Uncle Dean's,3/2/2015,UK,Grocery,Vegetable
Local Carrots,1,lbs,1.39,Uncle Dean's,3/2/2015,UK,Grocery,Vegetable
Raw Almonds,4.34,lbs,26.91,Uncle Dean's,3/2/2015,UK,Grocery,Nut
Veganaise,16,fluid oz,3.79,Uncle Dean's,3/2/2015,UK,Grocery,Condiment
Raw Sunflower Seeds,0.64,lbs,1.4,Uncle Dean's,3/2/2015,UK,Grocery,Seeds
Dried Chick Peas,0.9,lbs,2.24,Uncle Dean's,3/2/2015,UK,Grocery,Beans
Dried Black Beans,0.91,lbs,2.63,Uncle Dean's,3/2/2015,UK,Grocery,Beans
Avocado,12,oz,1.98,Uncle Dean's,3/2/2015,UK,Grocery,Fruit
GF Cereal,26.4,oz,4.99,Uncle Dean's,3/2/2015,UK,Grocery,Cereal
Organic Tortilla Chips,16,oz,2.59,Uncle Dean's,3/2/2015,UK,Grocery,Snack
Hard Cider,22,fluid oz,7.43,Other,3/3/2015,UK,Grocery,Alcohol
Scallions,1,pieces,1.49,Uncle Dean's,3/3/2015,UK,Grocery,Vegetable
Chocolate,3,oz,2.19,Uncle Dean's,3/3/2015,UK,Grocery,Snack
Pizza Dough,20,oz,2.39,Hannaford,3/4/2015,UK,Grocery,Bread
GF Pizza Dough,16,oz,2.59,Hannaford,3/4/2015,UK,Grocery,Bread
Maria Crackers,3.5,oz,0.55,Hannaford,3/4/2015,UK,Grocery,Snack
hamburger buns,17.5,oz,3.99,Hannaford,3/4/2015,UK,Grocery,Bread
Salmon Burgers,12.8,oz,6.69,Hannaford,3/4/2015,UK,Grocery,Meat
Cucumbers,0.63,lbs,1.25,Hannaford,3/4/2015,UK,Grocery,Vegetable
Clementine Tangerines,5,lbs,5.99,Hannaford,3/4/2015,UK,Grocery,Fruit
Organic Yellow Onions,3,lbs,3.99,Hannaford,3/4/2015,UK,Grocery,Vegetable
Organic Potatoes,3,lbs,4.99,Hannaford,3/4/2015,UK,Grocery,Vegetable
Sliced Baby Bella Mushrooms,8,oz,1.49,Hannaford,3/4/2015,UK,Grocery,Mushroom
mini sweet peppers,8,oz,2.79,Hannaford,3/4/2015,UK,Grocery,Vegetable
kale and spinach juicing greens,11,oz,3.99,Hannaford,3/4/2015,UK,Grocery,Vegetable
shredded coconut,2.39,lbs,9.32,Uncle Dean's,3/7/2015,UK,Grocery,Fruit
Raisins,0.65,lbs,2.4,Uncle Dean's,3/7/2015,UK,Grocery,Fruit
Cocoa Powder,3.87,lbs,15.29,Uncle Dean's,3/7/2015,UK,Grocery,Snack
Oatmeal,1.2,lbs,1.31,Uncle Dean's,3/7/2015,UK,Grocery,Grain
Organic Frozen Peas,10,oz,2.59,Uncle Dean's,3/7/2015,UK,Grocery,Vegetable
Frozen Broccoli,1,lbs,2.19,Uncle Dean's,3/7/2015,UK,Grocery,Vegetable
Organic Frozen Mushrooms,10,oz,2.8,Uncle Dean's,3/7/2015,UK,Grocery,Mushroom
Eggs,1,Other type of measure,4.39,Uncle Dean's,3/7/2015,UK,Grocery,Meat
Coconut Milk,27,fluid oz,3.78,Uncle Dean's,3/7/2015,UK,Grocery,Fruit
Baking Powder,8.1,oz,2.79,Hannaford,3/7/2015,UK,Grocery,Baking
Whole Milk,0.25,gallons,1.89,Hannaford,3/7/2015,UK,Grocery,Milk
Unsalted Butter,1,lbs,3.99,Hannaford,3/7/2015,UK,Grocery,Oil
coconutmilk,0.5,gallons,2.99,Hannaford,3/7/2015,UK,Grocery,Milk
chocolate chips,20,oz,5.29,Hannaford,3/7/2015,UK,Grocery,Baking
WW Pasta,16,oz,2.69,Hannaford,3/9/2015,UK,Grocery,Pasta
Seltzer Water,1,liters,0.89,Hannaford,3/9/2015,UK,Grocery,Snack
Tomato Paste,12,oz,1.22,Hannaford,3/9/2015,UK,Grocery,Canned Vegetable
Tomato Sauce,56,oz,3.18,Hannaford,3/9/2015,UK,Grocery,Canned Vegetable
Beef,16,oz,5.99,Hannaford,3/9/2015,UK,Grocery,Meat
Avocado,12,oz,2.38,Hannaford,3/9/2015,UK,Grocery,Fruit
Shiitake Mushrooms,5,oz,3.99,Hannaford,3/9/2015,UK,Grocery,Mushroom
UFF Kombucha,16.9,fluid oz,4.29,Uncle Dean's,3/10/2015,UK,Grocery,Snack
Organic Miniola Clementines,5,lbs,4.99,Uncle Dean's,3/10/2015,UK,Grocery,Fruit
Coconutmilk,0.5,gallons,3.19,Uncle Dean's,3/10/2015,UK,Grocery,Milk
Brown Rice Noodles,1,pieces,2.79,Uncle Dean's,3/10/2015,UK,Grocery,Pasta
Tahini,1,lbs,5.19,Uncle Dean's,3/10/2015,UK,Grocery,Nut Butter
Bread,1,pieces,4.89,Uncle Dean's,3/10/2015,UK,Grocery,Bread
Portabella Mushrooms,0.6,lbs,2.99,Uncle Dean's,3/10/2015,UK,Grocery,Mushroom
Organic Tofu,12,oz,2.69,Uncle Dean's,3/10/2015,UK,Grocery,Tofu
Chocolate Bites,6,pieces,4.49,Uncle Dean's,3/10/2015,UK,Grocery,Snack
GF Pizza Dough,16,oz,2.59,Hannaford,3/11/2015,UK,Grocery,Bread
Pizza Dough,18,oz,2.39,Hannaford,3/11/2015,UK,Grocery,Bread
Bacon,2,lbs,5.98,Trader Joe's,3/14/2015,UK,Grocery,Meat
Tofu,2,lbs,3.98,Trader Joe's,3/14/2015,UK,Grocery,Tofu
Salsa,16,oz,1.99,Trader Joe's,3/14/2015,UK,Grocery,Condiment
Cucumbers,14,oz,2.49,Trader Joe's,3/14/2015,UK,Grocery,Vegetable
GF Cereal,26.4,oz,4.99,Uncle Dean's,3/14/2015,UK,Grocery,Cereal
Celery,1,lbs,1.59,Uncle Dean's,3/14/2015,UK,Grocery,Vegetable
GF English Muffins,18,oz,4.39,Uncle Dean's,3/14/2015,UK,Grocery,Bread
Fish Oil Pills,250,pieces,13.99,Whole Foods,3/14/2015,UK,Health,Medicine
Vitamin D3 2000 IU,250,pieces,12.99,Whole Foods,3/14/2015,UK,Health,Medicine
Yellow Onions,5,lbs,2.99,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Miso,1,lbs,8.99,Whole Foods,3/14/2015,UK,Grocery,Spice
Sweet Potato,2.73,lbs,6.8,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Collard Greens,1.09,lbs,3.26,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Organic Kale,1.19,lbs,2.96,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Organic Radishes,0.5,lbs,1.99,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Summer Squash,1.62,lbs,4.03,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Garlic,0.32,lbs,1.28,Whole Foods,3/14/2015,UK,Grocery,Vegetable
Crimini Mushrooms,0.62,lbs,3.09,Whole Foods,3/14/2015,UK,Grocery,Mushroom
Corn Flakes,26.4,oz,4.99,Uncle Dean's,3/14/2015,UK,Grocery,Cereal
Celery,1,lbs,1.59,Uncle Dean's,3/14/2015,UK,Grocery,Vegetable
GF English Muffins,18,oz,4.39,Uncle Dean's,3/14/2015,UK,Grocery,Bread
Apple Sauce,23,oz,1.99,Hannaford,3/15/2015,UK,Grocery,Fruit
Chili Sauce,0.5,lbs,2.39,Hannaford,3/15/2015,UK,Grocery,Spice
Canned Kidney Beans,31,oz,1.58,Hannaford,3/15/2015,UK,Grocery,Beans
Canned Black Beans,31,oz,1.58,Hannaford,3/15/2015,UK,Grocery,Beans
Canned Garbanzo Beans,31,oz,1.58,Hannaford,3/15/2015,UK,Grocery,Beans
Canned White Beans,31,oz,1.58,Hannaford,3/15/2015,UK,Grocery,Beans
Canned Cannelini Beans,31,oz,1.58,Hannaford,3/15/2015,UK,Grocery,Beans
Hot Sauce,5,fluid oz,3.49,Hannaford,3/15/2015,UK,Grocery,Condiment
Diced Tomatoes,28,oz,1.29,Hannaford,3/15/2015,UK,Grocery,Canned Vegetable
Crushed Tomatoes,28,oz,1.29,Hannaford,3/15/2015,UK,Grocery,Canned Vegetable
Cheddar Cheese,2,lbs,9.99,Hannaford,3/15/2015,UK,Grocery,Cheese
Yogurt,17.6,oz,3.69,Hannaford,3/15/2015,UK,Grocery,Snack
GF Bread,18,oz,4.99,Hannaford,3/15/2015,UK,Grocery,Bread
Apples,3,lbs,3.79,Hannaford,3/15/2015,UK,Grocery,Fruit
GF Pizza Dough,1,lbs,2.59,Hannaford,3/19/2015,UK,Grocery,Bread
Pizza Dough,20,oz,2.39,Hannaford,3/19/2015,UK,Grocery,Bread
Seltzer Water,1,liters,0.75,Hannaford,3/19/2015,UK,Grocery,Snack
Seltzer Water,1,liters,0.75,Hannaford,3/19/2015,UK,Grocery,Snack
Organic Bananas,2.27,lbs,1.11,Hannaford,3/19/2015,UK,Grocery,Fruit
Shiitake Mushrooms,8,oz,3.99,Hannaford,3/19/2015,UK,Grocery,Mushroom
Toothpaste,11,oz,6.36,Other,3/20/2015,UK,Health,Teeth
Bedtime Tea,16,pieces,2.69,Vitacost,3/20/2015,UK,Grocery,Tea
Extra Virgin Coconut Oil,54,fluid oz,23.99,Vitacost,3/20/2015,UK,Grocery,Oil
Ginkgo Tea,16,pieces,2.88,Vitacost,3/20/2015,UK,Grocery,Tea
Woman's Energy Tea,16,pieces,2.88,Vitacost,3/20/2015,UK,Grocery,Tea
Echinacea Tea,16,pieces,2.88,Vitacost,3/20/2015,UK,Grocery,Tea
Breathe Deep Tea,16,pieces,2.88,Vitacost,3/20/2015,UK,Grocery,Tea
Green Tea,100,pieces,6.09,Vitacost,3/20/2015,UK,Grocery,Tea
Bronner's Organic Lavender Liquid Soap,32,fluid oz,16.19,Vitacost,3/20/2015,UK,Household,Bathroom
B Vitamins,240,pieces,20.49,Vitacost,3/20/2015,UK,Health,Medicine
White Vinegar,128,fluid oz,2.79,Hannaford,3/24/2015,UK,Household,Laundry
Coconutmilk,54,fluid oz,2.99,Hannaford,3/24/2015,UK,Grocery,Milk
Peanut Butter,4.11,lbs,9.41,Uncle Dean's,3/24/2015,UK,Grocery,Nut Butter
Tapioca Flour,1.59,lbs,3.48,Uncle Dean's,3/24/2015,UK,Grocery,Baking
Guacamole,8,oz,3.49,Hannaford,3/24/2015,UK,Grocery,Snack
Coconut Milk,27,fluid oz,3.78,Hannaford,3/24/2015,UK,Grocery,Fruit
Yogurt,2,lbs,3.99,Hannaford,3/24/2015,UK,Grocery,Snack
Unsalted Butter,1,lbs,3.49,Hannaford,3/24/2015,UK,Grocery,Oil
Eggs,12,pieces,3.59,Hannaford,3/24/2015,UK,Grocery,Meat
GF Bread,18,oz,4.99,Hannaford,3/24/2015,UK,Grocery,Bread
Avocado,18,oz,5.94,Hannaford,3/24/2015,UK,Grocery,Fruit
Apples,3,lbs,3.79,Hannaford,3/24/2015,UK,Grocery,Fruit
kale and spinach juicing greens,11,oz,3.99,Hannaford,3/24/2015,UK,Grocery,Vegetable
Canned Wild Tuna,10,oz,6.58,Hannaford,3/27/2015,UK,Grocery,Meat
Ice Cream,16,fluid oz,4.99,Hannaford,3/27/2015,UK,Grocery,Snack
Salmon Burgers,12.8,oz,6.69,Hannaford,3/27/2015,UK,Grocery,Meat
Cucumbers,1,pieces,0.69,Hannaford,3/27/2015,UK,Grocery,Vegetable
Brussel Sprouts,0.77,lbs,3.07,Hannaford,3/27/2015,UK,Grocery,Vegetable
Chinese Cabbage,2.7,lbs,5.37,Hannaford,3/27/2015,UK,Grocery,Vegetable
Pizza Dough,20,oz,2.39,Hannaford,4/16/2015,UK,Grocery,Bread
GF Pizza Dough,16,oz,2.59,Hannaford,4/16/2015,UK,Grocery,Bread
Goya Maria Cookie,7,oz,0.89,Hannaford,4/16/2015,UK,Grocery,Snack
Canned Great Northern Beans,31,oz,1.58,Hannaford,4/16/2015,UK,Grocery,Beans
Canned Pinto Beans,31,oz,1.58,Hannaford,4/16/2015,UK,Grocery,Beans
